               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 165,            0.019347,            0.024818,                   0,             0.89445,             0.96178,             0.96001,             0.73611,            0.019531,            0.035351,                   0,            0.004588,            0.004588,            0.004588
                 166,            0.018531,            0.023363,                   0,             0.90465,             0.95541,              0.9616,             0.70264,            0.022437,            0.036087,                   0,            0.004555,            0.004555,            0.004555
                 167,            0.017884,            0.023688,                   0,             0.88283,             0.96815,             0.96734,             0.75019,            0.019674,            0.033604,                   0,            0.004522,            0.004522,            0.004522
                 168,            0.019186,            0.024753,                   0,             0.88729,             0.95541,             0.96633,             0.71656,            0.022072,            0.036148,                   0,            0.004489,            0.004489,            0.004489
                 169,            0.019677,            0.025173,                   0,             0.88181,             0.96178,             0.95975,             0.75552,            0.018939,            0.035255,                   0,            0.004456,            0.004456,            0.004456
                 170,            0.018169,            0.024976,                   0,             0.89038,             0.96815,             0.95853,             0.72433,             0.02046,            0.034203,                   0,            0.004423,            0.004423,            0.004423
                 171,            0.018933,            0.024083,                   0,             0.90715,             0.95541,             0.96446,             0.72798,            0.021338,             0.03537,                   0,             0.00439,             0.00439,             0.00439
                 172,            0.018451,            0.024785,                   0,             0.88179,             0.95541,             0.96253,             0.74122,            0.019323,            0.036091,                   0,            0.004357,            0.004357,            0.004357
                 173,            0.018155,            0.025286,                   0,              0.8975,             0.94268,             0.96692,             0.71673,             0.02181,            0.036179,                   0,            0.004324,            0.004324,            0.004324
                 174,             0.01817,            0.025425,                   0,             0.90097,             0.92717,             0.96345,             0.73845,            0.018989,            0.035728,                   0,            0.004291,            0.004291,            0.004291
                 175,            0.017116,            0.024318,                   0,             0.90048,             0.94268,             0.96446,             0.74183,            0.019401,            0.036339,                   0,            0.004258,            0.004258,            0.004258
                 176,            0.017421,            0.021654,                   0,             0.89073,             0.94904,             0.96391,              0.7437,            0.019611,            0.036053,                   0,            0.004225,            0.004225,            0.004225
                 177,            0.017911,            0.024478,                   0,             0.90643,             0.92558,             0.96414,             0.73253,            0.020178,             0.03804,                   0,            0.004192,            0.004192,            0.004192
                 178,            0.016838,            0.022574,                   0,             0.90626,             0.92369,             0.97149,              0.7544,            0.018915,            0.037285,                   0,            0.004159,            0.004159,            0.004159
                 179,            0.017427,            0.022548,                   0,             0.91118,             0.92994,             0.97488,             0.75979,            0.019267,             0.03558,                   0,            0.004126,            0.004126,            0.004126
                 180,            0.018039,            0.024001,                   0,             0.91682,             0.92357,             0.97724,              0.7649,            0.019332,            0.035076,                   0,            0.004093,            0.004093,            0.004093
                 181,            0.018181,            0.024345,                   0,             0.87398,             0.95541,             0.97288,             0.75684,             0.01957,            0.033951,                   0,             0.00406,             0.00406,             0.00406
                 182,            0.016955,            0.023117,                   0,             0.87804,             0.94268,             0.96818,             0.74272,            0.019749,            0.035553,                   0,            0.004027,            0.004027,            0.004027
                 183,            0.016508,            0.023145,                   0,             0.87619,             0.94658,             0.97169,             0.74833,            0.019321,            0.035461,                   0,            0.003994,            0.003994,            0.003994
                 184,            0.017566,            0.023687,                   0,             0.87856,             0.96769,             0.96923,             0.72767,            0.021538,            0.035789,                   0,            0.003961,            0.003961,            0.003961
                 185,            0.017882,            0.024172,                   0,             0.90205,             0.92994,             0.97558,             0.73677,            0.020381,            0.035492,                   0,            0.003928,            0.003928,            0.003928
                 186,             0.01688,            0.022329,                   0,             0.90512,             0.92357,             0.96794,             0.75524,            0.019499,            0.037354,                   0,            0.003895,            0.003895,            0.003895
                 187,            0.016337,            0.022755,                   0,             0.87612,             0.94904,             0.97074,             0.75701,            0.019154,            0.034248,                   0,            0.003862,            0.003862,            0.003862
                 188,            0.018746,            0.025606,                   0,              0.8836,             0.96702,             0.96998,             0.74139,             0.02043,            0.033302,                   0,            0.003829,            0.003829,            0.003829
                 189,            0.018058,            0.023114,                   0,             0.88369,             0.96782,             0.97027,             0.75612,            0.019204,            0.032974,                   0,            0.003796,            0.003796,            0.003796
                 190,            0.016652,            0.022389,                   0,             0.89913,             0.93631,             0.96878,             0.75851,            0.018856,            0.033909,                   0,            0.003763,            0.003763,            0.003763
                 191,            0.017718,            0.022371,                   0,             0.90368,             0.94268,             0.97567,             0.74634,            0.019679,            0.034615,                   0,             0.00373,             0.00373,             0.00373
                 192,            0.017797,            0.022631,                   0,             0.89737,             0.94268,             0.97638,             0.75113,            0.020015,            0.035027,                   0,            0.003697,            0.003697,            0.003697
                 193,            0.016849,            0.022113,                   0,              0.8881,             0.95541,             0.96668,             0.73341,            0.019992,            0.035339,                   0,            0.003664,            0.003664,            0.003664
                 194,              0.0176,            0.022856,                   0,             0.89181,             0.95541,              0.9698,             0.73965,            0.020231,            0.035393,                   0,            0.003631,            0.003631,            0.003631
                 195,            0.016444,             0.02424,                   0,             0.87734,             0.95669,             0.96871,             0.73082,            0.020945,            0.036636,                   0,            0.003598,            0.003598,            0.003598
                 196,            0.016912,            0.022879,                   0,             0.89658,             0.95541,             0.96506,             0.74689,            0.019851,             0.03537,                   0,            0.003565,            0.003565,            0.003565
                 197,            0.017084,            0.022957,                   0,             0.90791,             0.94197,             0.96647,             0.72601,             0.02132,            0.036388,                   0,            0.003532,            0.003532,            0.003532
                 198,            0.015913,             0.02312,                   0,             0.88017,             0.94904,             0.96404,             0.74719,            0.019715,            0.035477,                   0,            0.003499,            0.003499,            0.003499
                 199,            0.016546,            0.022815,                   0,             0.86353,              0.9673,             0.96527,             0.75331,            0.019277,            0.035812,                   0,            0.003466,            0.003466,            0.003466
                 200,            0.016322,            0.021472,                   0,             0.86245,             0.96815,             0.96805,             0.75197,            0.019515,             0.03529,                   0,            0.003433,            0.003433,            0.003433
                 201,            0.016572,             0.02212,                   0,             0.91144,             0.91773,             0.97338,             0.74532,            0.020379,            0.035301,                   0,              0.0034,              0.0034,              0.0034
                 202,             0.01632,            0.022368,                   0,             0.90548,             0.91522,             0.97308,             0.76152,            0.019062,            0.035378,                   0,            0.003367,            0.003367,            0.003367
                 203,            0.016305,             0.02292,                   0,             0.90023,             0.93631,             0.97264,             0.74962,            0.019766,            0.036106,                   0,            0.003334,            0.003334,            0.003334
                 204,            0.016189,            0.023004,                   0,             0.89978,             0.94268,             0.97283,             0.75739,            0.019323,            0.036919,                   0,            0.003301,            0.003301,            0.003301
                 205,             0.01726,            0.022645,                   0,             0.87652,             0.94948,             0.97166,             0.73043,            0.021524,            0.038475,                   0,            0.003268,            0.003268,            0.003268
                 206,            0.017035,            0.022857,                   0,             0.89636,             0.95541,             0.96919,             0.74795,            0.019696,            0.036575,                   0,            0.003235,            0.003235,            0.003235
                 207,            0.015954,            0.022581,                   0,             0.90815,             0.94904,             0.97375,             0.75046,            0.019597,            0.036514,                   0,            0.003202,            0.003202,            0.003202
                 208,            0.016964,            0.023937,                   0,             0.90247,             0.94297,             0.97013,             0.75728,            0.019536,            0.034885,                   0,            0.003169,            0.003169,            0.003169
                 209,             0.01602,            0.022058,                   0,             0.91388,             0.94632,             0.97021,             0.75096,            0.019532,            0.035442,                   0,            0.003136,            0.003136,            0.003136
                 210,            0.015323,            0.022106,                   0,             0.91213,             0.94904,             0.96337,             0.75338,            0.019908,            0.036354,                   0,            0.003103,            0.003103,            0.003103
                 211,             0.01643,            0.022834,                   0,             0.90793,             0.94904,             0.96389,              0.7495,            0.019802,            0.036331,                   0,             0.00307,             0.00307,             0.00307
                 212,            0.016218,            0.022315,                   0,             0.90565,             0.95541,             0.96584,             0.74036,            0.020628,             0.03611,                   0,            0.003037,            0.003037,            0.003037
                 213,            0.015826,            0.020579,                   0,             0.90724,             0.94268,             0.96226,              0.7383,            0.019944,            0.036057,                   0,            0.003004,            0.003004,            0.003004
                 214,            0.015336,            0.022823,                   0,             0.90244,             0.94904,             0.96589,             0.73861,            0.020558,            0.036209,                   0,            0.002971,            0.002971,            0.002971
                 215,            0.016062,            0.021265,                   0,             0.89002,             0.95541,             0.97073,             0.74455,            0.020751,            0.036407,                   0,            0.002938,            0.002938,            0.002938
                 216,             0.01621,            0.021814,                   0,             0.90279,             0.94644,             0.95888,             0.74457,            0.019692,            0.035934,                   0,            0.002905,            0.002905,            0.002905
                 217,            0.016145,            0.023046,                   0,             0.88238,             0.94904,             0.96063,             0.74301,            0.020072,              0.0364,                   0,            0.002872,            0.002872,            0.002872
                 218,            0.015529,            0.022132,                   0,             0.88525,             0.95541,             0.95903,             0.74098,            0.019733,             0.03566,                   0,            0.002839,            0.002839,            0.002839
                 219,            0.015488,            0.022239,                   0,             0.89222,             0.94905,              0.9641,             0.74558,            0.020048,             0.03598,                   0,            0.002806,            0.002806,            0.002806
                 220,             0.01514,            0.022226,                   0,             0.90202,             0.93631,             0.96135,             0.73356,            0.020831,             0.03759,                   0,            0.002773,            0.002773,            0.002773
                 221,            0.015514,             0.02253,                   0,             0.91834,             0.93631,             0.96858,               0.756,            0.019849,            0.036301,                   0,             0.00274,             0.00274,             0.00274
                 222,            0.015194,            0.020341,                   0,             0.90263,             0.94475,               0.966,              0.7421,            0.020307,            0.037247,                   0,            0.002707,            0.002707,            0.002707
                 223,            0.015612,            0.023775,                   0,             0.91855,             0.93377,             0.96875,             0.75215,             0.01958,            0.035477,                   0,            0.002674,            0.002674,            0.002674
                 224,            0.015671,            0.022962,                   0,             0.91866,             0.93519,             0.96707,             0.74644,            0.020186,            0.036835,                   0,            0.002641,            0.002641,            0.002641
                 225,            0.015419,            0.021746,                   0,             0.91831,             0.93083,             0.96615,             0.73973,            0.020445,            0.036789,                   0,            0.002608,            0.002608,            0.002608
                 226,            0.014959,            0.021496,                   0,             0.91318,             0.93787,             0.96688,             0.73557,            0.020236,            0.036781,                   0,            0.002575,            0.002575,            0.002575
                 227,            0.014855,            0.021077,                   0,             0.90665,             0.92994,             0.96152,             0.74113,            0.020359,            0.038483,                   0,            0.002542,            0.002542,            0.002542
                 228,            0.015112,            0.023376,                   0,             0.91799,             0.92689,              0.9576,             0.73726,            0.020723,            0.038742,                   0,            0.002509,            0.002509,            0.002509
                 229,            0.015095,            0.020288,                   0,              0.9203,             0.92357,             0.95718,             0.74097,             0.02011,            0.037296,                   0,            0.002476,            0.002476,            0.002476
                 230,            0.015354,             0.02333,                   0,             0.90224,             0.94057,             0.95912,             0.73596,            0.020323,              0.0369,                   0,            0.002443,            0.002443,            0.002443
                 231,            0.014321,            0.021824,                   0,             0.89201,             0.94703,             0.95865,             0.73632,             0.02036,            0.037678,                   0,             0.00241,             0.00241,             0.00241
                 232,            0.014725,            0.021008,                   0,              0.9052,             0.92357,               0.959,              0.7284,            0.020786,            0.038948,                   0,            0.002377,            0.002377,            0.002377
                 233,            0.014842,            0.020295,                   0,             0.89685,             0.94268,             0.95502,             0.72827,            0.020763,            0.039742,                   0,            0.002344,            0.002344,            0.002344
                 234,            0.014995,            0.020399,                   0,             0.90653,             0.92659,             0.96342,             0.73777,            0.019744,            0.038414,                   0,            0.002311,            0.002311,            0.002311
                 235,            0.014759,            0.022717,                   0,             0.89224,             0.94268,             0.96515,              0.7423,            0.020299,            0.037331,                   0,            0.002278,            0.002278,            0.002278
                 236,            0.015612,            0.022719,                   0,             0.88123,             0.95541,             0.96629,             0.75253,            0.019364,            0.036934,                   0,            0.002245,            0.002245,            0.002245
                 237,            0.015214,            0.021821,                   0,             0.86751,             0.96815,              0.9616,             0.74727,            0.019632,            0.037003,                   0,            0.002212,            0.002212,            0.002212
                 238,            0.014973,            0.020924,                   0,             0.87652,             0.96815,             0.96487,             0.75983,            0.019176,            0.035652,                   0,            0.002179,            0.002179,            0.002179
                 239,            0.015038,            0.020788,                   0,             0.89756,             0.94876,             0.96215,             0.75459,            0.019369,            0.036201,                   0,            0.002146,            0.002146,            0.002146
                 240,            0.014836,            0.021806,                   0,             0.89593,             0.95541,             0.96421,             0.74815,            0.019718,            0.036381,                   0,            0.002113,            0.002113,            0.002113
                 241,            0.014219,            0.020169,                   0,              0.9014,             0.93169,             0.96734,             0.75586,            0.019559,            0.036743,                   0,             0.00208,             0.00208,             0.00208
                 242,            0.014147,            0.020764,                   0,             0.87567,             0.95541,              0.9631,             0.73645,            0.020021,            0.037498,                   0,            0.002047,            0.002047,            0.002047
                 243,            0.014515,            0.019876,                   0,             0.87702,             0.95385,             0.96115,             0.75213,            0.019486,            0.037277,                   0,            0.002014,            0.002014,            0.002014
                 244,            0.014616,            0.020938,                   0,             0.90575,             0.91819,              0.9593,             0.74954,            0.019321,            0.037453,                   0,            0.001981,            0.001981,            0.001981
                 245,             0.01454,            0.021843,                   0,             0.89562,             0.92357,             0.95837,             0.74772,            0.019478,            0.037544,                   0,            0.001948,            0.001948,            0.001948
                 246,            0.014308,            0.021318,                   0,             0.90816,             0.92994,             0.95877,             0.74855,            0.019702,             0.03685,                   0,            0.001915,            0.001915,            0.001915
                 247,            0.014425,            0.020693,                   0,             0.91828,             0.92357,              0.9649,             0.75269,            0.019183,            0.036102,                   0,            0.001882,            0.001882,            0.001882
                 248,            0.014594,             0.02183,                   0,             0.88817,             0.94268,             0.96257,             0.75344,            0.019297,            0.036552,                   0,            0.001849,            0.001849,            0.001849
                 249,            0.014711,            0.021636,                   0,             0.88628,             0.94319,             0.96453,             0.75981,            0.019409,            0.036457,                   0,            0.001816,            0.001816,            0.001816
                 250,            0.014302,             0.02191,                   0,             0.91565,             0.93631,             0.96595,             0.75514,            0.019331,            0.037361,                   0,            0.001783,            0.001783,            0.001783
                 251,            0.014886,            0.021182,                   0,             0.92026,             0.93631,             0.96546,              0.7569,            0.019515,            0.038063,                   0,             0.00175,             0.00175,             0.00175
                 252,            0.014119,            0.020986,                   0,             0.90893,             0.93631,             0.96928,              0.7552,            0.019488,            0.037384,                   0,            0.001717,            0.001717,            0.001717
                 253,            0.014407,            0.020919,                   0,             0.89752,             0.93631,             0.97178,              0.7549,            0.019656,            0.037514,                   0,            0.001684,            0.001684,            0.001684
                 254,            0.014482,            0.021479,                   0,             0.90333,             0.92994,             0.96488,             0.75625,            0.019566,            0.037437,                   0,            0.001651,            0.001651,            0.001651
                 255,            0.014391,            0.020624,                   0,             0.89178,             0.94478,             0.96234,             0.74824,            0.019891,            0.036781,                   0,            0.001618,            0.001618,            0.001618
                 256,            0.014114,            0.021819,                   0,             0.89738,             0.94687,             0.96755,             0.74637,            0.019662,            0.036461,                   0,            0.001585,            0.001585,            0.001585
                 257,            0.014351,            0.020345,                   0,              0.8923,             0.94268,              0.9619,             0.74362,            0.019666,            0.038055,                   0,            0.001552,            0.001552,            0.001552
                 258,            0.013896,            0.021351,                   0,               0.908,             0.92357,             0.95891,             0.74653,                0.02,            0.038712,                   0,            0.001519,            0.001519,            0.001519
                 259,            0.014135,            0.021088,                   0,              0.9024,             0.94268,             0.96049,             0.74578,            0.019634,            0.038712,                   0,            0.001486,            0.001486,            0.001486
                 260,            0.013922,            0.020333,                   0,             0.91861,             0.93457,             0.96565,             0.74913,            0.019671,            0.038528,                   0,            0.001453,            0.001453,            0.001453
                 261,            0.013995,            0.021343,                   0,             0.91504,             0.93631,             0.97278,             0.75706,            0.019601,            0.037163,                   0,             0.00142,             0.00142,             0.00142
                 262,            0.014263,            0.020482,                   0,             0.90582,             0.94904,             0.97369,             0.75294,            0.019764,            0.036896,                   0,            0.001387,            0.001387,            0.001387
                 263,            0.013608,            0.019391,                   0,             0.90473,             0.94904,             0.96914,             0.75106,            0.019655,            0.036949,                   0,            0.001354,            0.001354,            0.001354
                 264,            0.014165,            0.021341,                   0,             0.92113,             0.93631,              0.9696,             0.75247,            0.019472,            0.036346,                   0,            0.001321,            0.001321,            0.001321
                 265,            0.013857,            0.020938,                   0,             0.92432,             0.93354,             0.96957,             0.75003,            0.019211,            0.036575,                   0,            0.001288,            0.001288,            0.001288
                 266,            0.014026,             0.02174,                   0,             0.90346,             0.94268,             0.96567,             0.74406,            0.019454,            0.036957,                   0,            0.001255,            0.001255,            0.001255
                 267,            0.013945,            0.020105,                   0,             0.91449,             0.92357,             0.95668,             0.73953,            0.019478,            0.038155,                   0,            0.001222,            0.001222,            0.001222
                 268,            0.014068,            0.020616,                   0,             0.88891,             0.94904,             0.95602,             0.73509,            0.019992,            0.038277,                   0,            0.001189,            0.001189,            0.001189
                 269,            0.013609,            0.019431,                   0,             0.89745,             0.94268,             0.95802,             0.74171,            0.019481,            0.037231,                   0,            0.001156,            0.001156,            0.001156
                 270,             0.01376,            0.020222,                   0,             0.91274,             0.93631,             0.95609,             0.74174,            0.019517,            0.038681,                   0,            0.001123,            0.001123,            0.001123
                 271,            0.013521,            0.019752,                   0,             0.90981,             0.94904,             0.95651,             0.74239,            0.019403,            0.038261,                   0,             0.00109,             0.00109,             0.00109
                 272,            0.013129,            0.019727,                   0,             0.90602,             0.94268,             0.95988,              0.7516,            0.019008,            0.037254,                   0,            0.001057,            0.001057,            0.001057
                 273,             0.01418,            0.020652,                   0,              0.9128,             0.93631,             0.95881,             0.74945,            0.019452,            0.036629,                   0,            0.001024,            0.001024,            0.001024
                 274,            0.013538,            0.020058,                   0,             0.89708,             0.94378,             0.96473,             0.74972,            0.019476,            0.036549,                   0,            0.000991,            0.000991,            0.000991
                 275,            0.013656,            0.019822,                   0,             0.89049,             0.94904,             0.96651,             0.74959,            0.019487,            0.037292,                   0,            0.000958,            0.000958,            0.000958
                 276,            0.013344,              0.0197,                   0,             0.90247,             0.94904,             0.96815,              0.7503,            0.019573,            0.036938,                   0,            0.000925,            0.000925,            0.000925
                 277,            0.013529,            0.020051,                   0,             0.91406,             0.94845,             0.97039,             0.75253,            0.019733,            0.037346,                   0,            0.000892,            0.000892,            0.000892
                 278,            0.013584,            0.019769,                   0,             0.89871,             0.94904,             0.97431,             0.75599,            0.019654,            0.037441,                   0,            0.000859,            0.000859,            0.000859
                 279,            0.013455,            0.020438,                   0,             0.89705,             0.94904,             0.97139,             0.75358,             0.01973,            0.036652,                   0,            0.000826,            0.000826,            0.000826
                 280,            0.013303,             0.01875,                   0,             0.90749,             0.93726,             0.96829,             0.75577,            0.019603,            0.035763,                   0,            0.000793,            0.000793,            0.000793
